priority,topic,modality,tag,idx,trigger,stem,description,search_terms,svg_feasible,svg,error
1,Geriatric Assessment (CGA),CXR,Hazzard,1764,CXR shows,"An 84-year-old woman with moderate vascular dementia (MMSE 15/30) and CHF (EF 35%) is hospitalized with pneumonia. On day 2, she becomes agitated, pulling at lines and hitting staf",Chest X-ray showing right lower lobe infiltrate/consolidation consistent with pneumonia in an elderly patient,right lower lobe pneumonia chest xray elderly | lobar pneumonia CXR consolidation | bacterial pneumonia chest radiograph RLL | aspiration pneumonia elderly CXR,False,,
1,Stroke,EEG,Harrison,3154,EEG shows,"An 84-year-old woman is brought by family after 3 generalized seizures over 2 days. She has mild Alzheimer's (MMSE 22), HTN, and osteoporosis. Medications: donepezil 10mg, amlodipi",,,False,,Unterminated string starting at: line 5 column 10 (char 364)
1,Urinary Incontinence,Smear/Histopath,Hazzard,1529,Biopsy reveals,An 82-year-old woman presents with vulvar burning and pruritus. Biopsy reveals HPV-independent VIN (differentiated VIN). She has a history of lichen sclerosus. Compared to HPV-asso,"Histopathology image showing differentiated VIN (dVIN) with abnormal keratinocytes in the basal and parabasal layers, prominent nucleoli, dyskeratosis, and elongated rete ridges, typically associated with lichen sclerosus rather than HPV changes.",differentiated VIN histopathology | dVIN biopsy | HPV-independent VIN pathology | differentiated vulvar intraepithelial neoplasia | lichen sclerosus associated VIN,False,,
1,Perioperative Care,ECG,Hazzard,1988,ECG shows,"A 78-year-old woman undergoes robotic prostatectomy for adenocarcinoma. PMH: AFib (on rivaroxaban), diabetes, and hypertension. POD#2: develops acute SOB, SpO2 88% on 4L. BP 98/62,",ECG showing S1Q3T3 pattern with sinus tachycardia consistent with acute pulmonary embolism in a postoperative patient with risk factors,S1Q3T3 pattern ECG pulmonary embolism | acute PE ECG sinus tachycardia | pulmonary embolism ECG S wave lead I Q wave lead III,True,<svg viewBox='0 0 800 400' xmlns='http://www.w3.org/2000/svg'><defs><pattern id='grid' width='10' height='10' patternUnits='userSpaceOnUse'><path d='M 10 0 L 0 0 0 10' fill='none' stroke='#ffcccc' stroke-width='0.5'/></pattern><pattern id='gridMajor' width='50' height='50' patternUnits='userSpaceOnUse'><path d='M 50 0 L 0 0 0 50' fill='none' stroke='#ffaaaa' stroke-width='1'/></pattern></defs><rect width='800' height='400' fill='white'/><rect width='800' height='400' fill='url(#grid)'/><rect width='800' height='400' fill='url(#gridMajor)'/><text x='50' y='30' font-size='16' font-weight='bold'>Lead I</text><path d='M 50 200 L 75 200 L 80 200 L 82 185 L 84 200 L 88 200 L 92 200 L 96 195 L 105 195 L 110 200 L 115 200 L 118 200 L 120 220 L 122 200 L 127 200 L 175 200' fill='none' stroke='black' stroke-width='2'/><text x='300' y='30' font-size='16' font-weight='bold'>Lead III</text><path d='M 300 200 L 325 200 L 330 200 L 332 185 L 334 200 L 338 200 L 342 200 L 346 195 L 355 195 L 360 200 L 365 240 L 367 200 L 372 200 L 377 200 L 380 200 L 382 220 L 384 185 L 386 200 L 391 200 L 425 200' fill='none' stroke='black' stroke-width='2'/><text x='550' y='30' font-size='16' font-weight='bold'>V1</text><path d='M 550 200 L 575 200 L 580 200 L 582 185 L 584 200 L 588 200 L 592 200 L 596 195 L 605 195 L 610 200 L 615 180 L 617 200 L 622 200 L 627 200 L 630 200 L 632 220 L 634 200 L 639 200 L 675 200' fill='none' stroke='black' stroke-width='2'/><text x='20' y='370' font-size='14' fill='#666'>S1Q3T3 Pattern</text><text x='20' y='390' font-size='12' fill='#666'>Rate: ~110 bpm (sinus tachycardia)</text><circle cx='122' cy='220' r='8' fill='none' stroke='red' stroke-width='2'/><text x='135' y='225' font-size='12' fill='red' font-weight='bold'>S wave</text><circle cx='365' cy='240' r='8' fill='none' stroke='red' stroke-width='2'/><text x='378' y='245' font-size='12' fill='red' font-weight='bold'>Q wave</text><circle cx='384' cy='185' r='8' fill='none' stroke='blue' stroke-width='2'/><text x='397' y='190' font-size='12' fill='blue' font-weight='bold'>T inversion</text></svg>,
1,Community & Long-Term Care,ECG,Hazzard,1817,ECG shows,"An 88-year-old man is admitted from home after being found on the floor by his neighbor. He lives alone, last seen normal 18 hours ago. He's confused, unable to provide history. T ",,,False,,Unterminated string starting at: line 5 column 10 (char 331)
1,Perioperative Care,ECG+US,Hazzard,1996,ECG shows,"An 85-year-old man with severe AS (valve area 0.7 cm²), mild dementia, and CKD stage 3b undergoes TAVR under conscious sedation. Baseline Cr 1.9. Two hours post-procedure, he becom",ECG showing complete heart block (third-degree AV block) with slow ventricular escape rhythm and AV dissociation as a complication following TAVR procedure,complete heart block ECG TAVR | third degree AV block post TAVR | AV dissociation TAVR complication ECG | complete heart block slow ventricular rate,True,<svg viewBox='0 0 600 200' xmlns='http://www.w3.org/2000/svg'><defs><pattern id='grid' width='10' height='10' patternUnits='userSpaceOnUse'><path d='M 10 0 L 0 0 0 10' fill='none' stroke='#ffcccc' stroke-width='0.5'/></pattern><pattern id='grid-bold' width='50' height='50' patternUnits='userSpaceOnUse'><rect width='50' height='50' fill='url(#grid)'/><path d='M 50 0 L 0 0 0 50' fill='none' stroke='#ffaaaa' stroke-width='1'/></pattern></defs><rect width='600' height='200' fill='url(#grid-bold)'/><text x='10' y='15' font-family='Arial' font-size='12' fill='black'>Complete Heart Block (3rd Degree AV Block)</text><text x='10' y='195' font-family='Arial' font-size='10' fill='black'>Lead II rhythm strip</text><path d='M 30 100 L 50 100 L 52 85 L 54 115 L 56 95 L 58 100 L 100 100' stroke='black' stroke-width='1.5' fill='none'/><path d='M 100 100 L 120 100 L 122 85 L 124 115 L 126 95 L 128 100 L 170 100' stroke='black' stroke-width='1.5' fill='none'/><path d='M 170 100 L 190 100 L 192 85 L 194 115 L 196 95 L 198 100 L 240 100' stroke='black' stroke-width='1.5' fill='none'/><path d='M 240 100 L 260 100 L 262 85 L 264 115 L 266 95 L 268 100 L 310 100' stroke='black' stroke-width='1.5' fill='none'/><path d='M 310 100 L 325 100 L 327 98 L 329 60 L 332 130 L 335 88 L 338 102 L 340 105 L 344 103 L 350 100 L 430 100' stroke='black' stroke-width='1.5' fill='none'/><path d='M 430 100 L 450 100 L 452 85 L 454 115 L 456 95 L 458 100 L 500 100' stroke='black' stroke-width='1.5' fill='none'/><path d='M 500 100 L 515 100 L 517 98 L 519 60 L 522 130 L 525 88 L 528 102 L 530 105 L 534 103 L 540 100 L 600 100' stroke='black' stroke-width='1.5' fill='none'/><text x='52' y='75' font-family='Arial' font-size='9' fill='red'>P</text><text x='122' y='75' font-family='Arial' font-size='9' fill='red'>P</text><text x='192' y='75' font-family='Arial' font-size='9' fill='red'>P</text><text x='262' y='75' font-family='Arial' font-size='9' fill='red'>P</text><text x='329' y='50' font-family='Arial' font-size='9' fill='blue'>QRS</text><text x='452' y='75' font-family='Arial' font-size='9' fill='red'>P</text><text x='519' y='50' font-family='Arial' font-size='9' fill='blue'>QRS</text><text x='480' y='30' font-family='Arial' font-size='10' fill='black' font-style='italic'>No relationship between P and QRS</text></svg>,
1,Urinary Incontinence,Smear/Histopath,Hazzard,2070,microscopy shows,"A 76-year-old woman is admitted from home after her daughter found her lying in urine-soaked sheets, confused and unable to stand. She has moderate vascular dementia and lives alon","Microscopic histopathology image showing squamous epithelial cells in urine sediment, characteristic of contamination or catheter-associated changes in an elderly patient with urinary incontinence.",urine sediment squamous epithelial cells | urine microscopy squamous cells contamination | urinalysis squamous epithelium histology | urine cytology squamous cells elderly,False,,
1,Perioperative Care,ECG,Hazzard,1981,ECG shows,"An 86-year-old man with severe aortic stenosis (valve area 0.7 cm²), CKD stage 3b (eGFR 36), and HFpEF undergoes TAVR. Post-procedure day 1: new confusion, not following commands. ",,,False,,Unterminated string starting at: line 5 column 10 (char 354)
1,Heart Failure,CXR+ECG,Hazzard,2577,ECG shows,"A 77-year-old man with HFpEF, paroxysmal AFib, and recent fall with hip fracture presents to ED with acute dyspnea. He's on diltiazem 180 mg daily, apixaban 5 mg BID, and hydrochlo","Chest X-ray showing pulmonary edema with interstitial markings, cephalization of pulmonary vessels, and possible pleural effusions in a patient with acute decompensated heart failure.",pulmonary edema chest xray | acute decompensated heart failure CXR | cardiogenic pulmonary edema radiograph | interstitial pulmonary edema | Kerley B lines CHF,False,,
1,Thyroid Disorders,ECG,Hazzard,2844,ECG shows,A 79-year-old man is brought to the emergency department after being found confused in his unheated apartment during a winter storm. His neighbor reports he has been increasingly i,ECG showing bradycardia with Osborn waves (J waves) characteristic of severe hypothermia in a patient with myxedema coma.,Osborn waves ECG hypothermia | J waves hypothermia ECG | hypothermia bradycardia ECG Osborn | myxedema coma ECG | severe hypothermia ECG J point elevation,True,<svg viewBox='0 0 600 200' xmlns='http://www.w3.org/2000/svg'><defs><pattern id='grid' width='10' height='10' patternUnits='userSpaceOnUse'><path d='M 10 0 L 0 0 0 10' fill='none' stroke='#ffcccc' stroke-width='0.5'/></pattern><pattern id='grid5' width='50' height='50' patternUnits='userSpaceOnUse'><rect width='50' height='50' fill='url(#grid)'/><path d='M 50 0 L 0 0 0 50' fill='none' stroke='#ffaaaa' stroke-width='1'/></pattern></defs><rect width='600' height='200' fill='url(#grid5)'/><text x='10' y='15' font-size='12' fill='black' font-weight='bold'>Lead II - Severe Hypothermia</text><text x='10' y='195' font-size='10' fill='black'>Bradycardia with Osborn (J) waves</text><path d='M 50 100 L 80 100 L 85 85 L 90 130 L 95 40 L 100 100 L 105 95 L 115 95 L 120 108 L 130 108 L 150 100 L 180 100 L 185 85 L 190 130 L 195 40 L 200 100 L 205 95 L 215 95 L 220 108 L 230 108 L 250 100 L 280 100 L 285 85 L 290 130 L 295 40 L 300 100 L 305 95 L 315 95 L 320 108 L 330 108 L 350 100 L 380 100 L 385 85 L 390 130 L 395 40 L 400 100 L 405 95 L 415 95 L 420 108 L 430 108 L 450 100 L 480 100 L 485 85 L 490 130 L 495 40 L 500 100 L 505 95 L 515 95 L 520 108 L 530 108 L 550 100' fill='none' stroke='black' stroke-width='2'/><ellipse cx='122' cy='108' rx='8' ry='6' fill='none' stroke='red' stroke-width='2'/><ellipse cx='222' cy='108' rx='8' ry='6' fill='none' stroke='red' stroke-width='2'/><ellipse cx='322' cy='108' rx='8' ry='6' fill='none' stroke='red' stroke-width='2'/><ellipse cx='422' cy='108' rx='8' ry='6' fill='none' stroke='red' stroke-width='2'/><ellipse cx='522' cy='108' rx='8' ry='6' fill='none' stroke='red' stroke-width='2'/><text x='122' y='135' font-size='10' fill='red' text-anchor='middle' font-weight='bold'>J wave</text><path d='M 540 180 L 565 180' stroke='black' stroke-width='2'/><text x='570' y='184' font-size='9' fill='black'>HR ~40 bpm</text></svg>,
1,Thyroid Disorders,ECG,Hazzard,2846,ECG shows,A 76-year-old man is admitted with severe hypothermia (core temperature 29°C) after being found unconscious outdoors. Past medical history includes schizophrenia treated with halop,ECG showing Osborn waves (J waves) characteristic of severe hypothermia with bradycardia and prolonged intervals,Osborn waves ECG hypothermia | J waves hypothermia ECG | hypothermia ECG Osborn J point | severe hypothermia electrocardiogram J waves,True,"<svg viewBox='0 0 600 200' xmlns='http://www.w3.org/2000/svg'><defs><pattern id='grid' width='10' height='10' patternUnits='userSpaceOnUse'><path d='M 10 0 L 0 0 0 10' fill='none' stroke='#ffcccb' stroke-width='0.5'/></pattern><pattern id='grid-major' width='50' height='50' patternUnits='userSpaceOnUse'><path d='M 50 0 L 0 0 0 50' fill='none' stroke='#ffcccb' stroke-width='1'/></pattern></defs><rect width='600' height='200' fill='white'/><rect width='600' height='200' fill='url(#grid)'/><rect width='600' height='200' fill='url(#grid-major)'/><g stroke='black' stroke-width='1.5' fill='none'><path d='M 20 100 L 40 100 Q 43 100 45 95 L 50 70 L 53 40 L 57 70 L 60 100 L 70 100 L 85 97 L 95 102 L 105 100 L 115 100 L 120 100 Q 122 100 123 95 L 125 85 L 127 95 Q 128 100 130 100 L 160 100'/><circle cx='95' cy='102' r='3' fill='red'/><path d='M 180 100 L 200 100 Q 203 100 205 95 L 210 70 L 213 40 L 217 70 L 220 100 L 230 100 L 245 97 L 255 102 L 265 100 L 275 100 L 280 100 Q 282 100 283 95 L 285 85 L 287 95 Q 288 100 290 100 L 320 100'/><circle cx='255' cy='102' r='3' fill='red'/><path d='M 340 100 L 360 100 Q 363 100 365 95 L 370 70 L 373 40 L 377 70 L 380 100 L 390 100 L 405 97 L 415 102 L 425 100 L 435 100 L 440 100 Q 442 100 443 95 L 445 85 L 447 95 Q 448 100 450 100 L 480 100'/><circle cx='415' cy='102' r='3' fill='red'/><path d='M 500 100 L 520 100 Q 523 100 525 95 L 530 70 L 533 40 L 537 70 L 540 100 L 550 100 L 565 97 L 575 102 L 585 100'/><circle cx='575' cy='102' r='3' fill='red'/></g><text x='10' y='15' font-family='Arial' font-size='12' fill='black'>Hypothermia with Osborn (J) Waves</text><text x='10' y='195' font-family='Arial' font-size='10' fill='black'>Bradycardia, prolonged intervals</text><path d='M 95 110 L 95 125 M 90 125 L 100 125' stroke='red' stroke-width='1' fill='none'/><text x='102' y='125' font-family='Arial' font-size='9' fill='red'>J wave</text></svg>",
1,Heart Failure,CXR,Hazzard,2582,CXR shows,"An 83-year-old nursing home resident with HFpEF (EF 62%), vascular dementia, and recurrent aspirations is brought to ED with fever and dyspnea. CXR shows right lower lobe infiltrat","Chest X-ray showing right lower lobe infiltrate/consolidation in a patient with congestive heart failure findings including cardiomegaly, pulmonary vascular congestion, and possibly pleural effusion.",right lower lobe pneumonia CXR | RLL infiltrate chest X-ray | aspiration pneumonia right lower lobe | pneumonia with CHF CXR | right lower lobe consolidation cardiomegaly | heart failure pneumonia chest X-ray,False,,
1,Thyroid Disorders,ECG,Hazzard,2848,ECG shows,"A 77-year-old nursing home resident with moderate dementia is found minimally responsive during morning rounds. Core temperature is 31°C, BP 85/50, HR 45. Staff report she was last",ECG showing sinus bradycardia with characteristic features of myxedema coma including low voltage QRS complexes and prolonged QT interval,myxedema coma ECG | severe hypothyroidism ECG low voltage | hypothyroidism bradycardia prolonged QT ECG | myxedema ECG low voltage QRS,True,"<svg viewBox='0 0 800 300' xmlns='http://www.w3.org/2000/svg'><defs><pattern id='grid' width='20' height='20' patternUnits='userSpaceOnUse'><path d='M 20 0 L 0 0 0 20' fill='none' stroke='#ffcccc' stroke-width='0.5'/></pattern><pattern id='grid-bold' width='100' height='20' patternUnits='userSpaceOnUse'><path d='M 100 0 L 0 0 0 20' fill='none' stroke='#ffaaaa' stroke-width='1'/></pattern></defs><rect width='800' height='300' fill='white'/><rect width='800' height='300' fill='url(#grid)'/><rect width='800' height='300' fill='url(#grid-bold)'/><text x='10' y='20' font-size='14' font-family='Arial'>Lead II - Rhythm Strip</text><text x='10' y='40' font-size='12' font-family='Arial' fill='#666'>25 mm/s, 10 mm/mV</text><path d='M 50 150 L 100 150 L 102 148 L 104 140 L 106 120 L 108 110 L 110 108 L 112 115 L 116 145 L 118 152 L 120 154 L 122 153 L 128 151 L 150 150 L 155 148 L 160 146 L 165 145 L 175 144 L 185 144 L 195 145 L 205 146 L 215 148 L 220 150 L 280 150 L 282 148 L 284 140 L 286 120 L 288 110 L 290 108 L 292 115 L 296 145 L 298 152 L 300 154 L 302 153 L 308 151 L 330 150 L 335 148 L 340 146 L 345 145 L 355 144 L 365 144 L 375 145 L 385 146 L 395 148 L 400 150 L 460 150 L 462 148 L 464 140 L 466 120 L 468 110 L 470 108 L 472 115 L 476 145 L 478 152 L 480 154 L 482 153 L 488 151 L 510 150 L 515 148 L 520 146 L 525 145 L 535 144 L 545 144 L 555 145 L 565 146 L 575 148 L 580 150 L 640 150 L 642 148 L 644 140 L 646 120 L 648 110 L 650 108 L 652 115 L 656 145 L 658 152 L 660 154 L 662 153 L 668 151 L 690 150 L 695 148 L 700 146 L 705 145 L 715 144 L 725 144 L 735 145 L 745 146 L 755 148 L 760 150 L 790 150' fill='none' stroke='black' stroke-width='2'/><line x1='50' y1='280' x2='790' y2='280' stroke='black' stroke-width='1'/><text x='350' y='295' font-size='12' font-family='Arial' text-anchor='middle'>Low voltage QRS, Bradycardia (HR ~45), Prolonged QT</text></svg>",
1,Palliative Care,CXR,Hazzard,2524,CXR shows,"An 86-year-old woman with advanced heart failure (EF 20%), CKD stage 4, and moderate dementia is brought to the ED with worsening dyspnea. Her daughter states, 'She has a DNR but w","Chest X-ray showing cardiomegaly with pulmonary edema (interstitial or alveolar opacities, Kerley B lines, pleural effusions) in a patient with decompensated heart failure",cardiomegaly pulmonary edema chest xray | congestive heart failure CXR bilateral effusions | decompensated CHF chest radiograph severe cardiomegaly | pulmonary edema Kerley B lines cardiomegaly,False,,
1,Polypharmacy & Beers,CXR,Hazzard,1939,CXR shows,"An 85-year-old nursing home resident with severe dementia is brought to the ED with fever and cough. CXR shows right lower lobe infiltrate. She doesn't recognize family, is bedboun",Chest X-ray showing right lower lobe infiltrate/pneumonia in an elderly patient,right lower lobe pneumonia chest xray | RLL infiltrate CXR elderly | right lower lobe consolidation radiograph | aspiration pneumonia right lower lobe,False,,
1,Advance Directives,CXR,Hazzard,1723,CXR shows,"An 88-year-old man with moderate dementia, CKD stage 4 (eGFR 22), and recurrent aspiration pneumonia is admitted to ICU with sepsis. His advance directive states 'full code.' His d",Chest X-ray showing bilateral patchy infiltrates consistent with aspiration pneumonia in an elderly patient,aspiration pneumonia chest x-ray bilateral | recurrent aspiration pneumonia CXR | bilateral lower lobe aspiration infiltrates | aspiration pneumonitis elderly CXR,False,,
1,Advance Directives,CXR,Hazzard,1731,CXR shows,A 79-year-old woman with moderate Alzheimer's and osteoporosis is admitted after witnessed aspiration during lunch at assisted living. CXR shows right lower lobe infiltrate. She ha,Chest X-ray showing right lower lobe infiltrate/pneumonia consistent with aspiration in an elderly patient.,right lower lobe pneumonia CXR | aspiration pneumonia chest x-ray | RLL infiltrate chest radiograph | aspiration pneumonitis right lower lobe,False,,
1,Thyroid Disorders,ECG,Hazzard,2849,ECG shows,An 85-year-old man with heart failure (EF 35%) and CKD stage 4 (eGFR 25) is brought by family with worsening confusion over 3 days. He was recently started on levothyroxine 50 mcg ,ECG showing atrial fibrillation with rapid ventricular response in a patient with iatrogenic hyperthyroidism from levothyroxine overtreatment.,atrial fibrillation rapid ventricular response ECG | AFib RVR ECG | thyrotoxicosis atrial fibrillation ECG | irregularly irregular rhythm ECG,True,<svg viewBox='0 0 600 200' xmlns='http://www.w3.org/2000/svg'><defs><pattern id='grid' width='5' height='5' patternUnits='userSpaceOnUse'><path d='M 5 0 L 0 0 0 5' fill='none' stroke='#ffcccc' stroke-width='0.3'/></pattern><pattern id='grid-bold' width='25' height='25' patternUnits='userSpaceOnUse'><path d='M 25 0 L 0 0 0 25' fill='none' stroke='#ffaaaa' stroke-width='0.5'/></pattern></defs><rect width='600' height='200' fill='url(#grid-bold)'/><rect width='600' height='200' fill='url(#grid)'/><text x='10' y='15' font-size='12' fill='black' font-weight='bold'>Atrial Fibrillation with RVR</text><path d='M 20 100 L 30 100 Q 32 95 35 100 Q 37 103 40 100 L 45 100 L 47 80 L 49 120 L 51 95 L 54 100 L 58 100 Q 60 97 62 100 Q 64 102 67 100 L 75 100 L 77 82 L 79 118 L 81 97 L 84 100 L 93 100 Q 95 96 98 100 L 105 100 L 107 81 L 109 119 L 111 96 L 114 100 L 118 100 Q 120 98 123 100 L 133 100 Q 135 97 137 100 L 145 100 L 147 80 L 149 120 L 151 94 L 154 100 L 163 100 Q 165 96 168 100 Q 170 103 173 100 L 183 100 L 185 82 L 187 118 L 189 96 L 192 100 L 197 100 Q 199 98 201 100 L 215 100 L 217 81 L 219 119 L 221 95 L 224 100 L 228 100 Q 230 97 233 100 Q 235 102 238 100 L 250 100 L 252 80 L 254 120 L 256 96 L 259 100 L 268 100 Q 270 96 273 100 L 285 100 L 287 82 L 289 118 L 291 95 L 294 100 L 303 100 Q 305 98 308 100 Q 310 103 313 100 L 323 100 L 325 81 L 327 119 L 329 94 L 332 100 L 345 100 Q 347 97 350 100 L 358 100 L 360 80 L 362 120 L 364 96 L 367 100 L 371 100 Q 373 98 376 100 Q 378 102 381 100 L 393 100 L 395 82 L 397 118 L 399 95 L 402 100 L 415 100 Q 417 96 420 100 L 430 100 L 432 81 L 434 119 L 436 94 L 439 100 L 448 100 Q 450 97 453 100 Q 455 103 458 100 L 470 100 L 472 80 L 474 120 L 476 96 L 479 100 L 493 100 Q 495 98 498 100 L 510 100 L 512 82 L 514 118 L 516 95 L 519 100 L 533 100 Q 535 97 538 100 Q 540 102 543 100 L 553 100 L 555 81 L 557 119 L 559 94 L 562 100 L 580 100' fill='none' stroke='black' stroke-width='1.5'/></svg>,
1,Constipation,CT/MRI,Hazzard,2716,CT shows mass,"A 78-year-old woman with diabetes, CKD stage 4 (eGFR 25), and recent L2 compression fracture on oxycodone presents to the ED with severe abdominal pain and distension. She reports ",CT scan showing massive colonic dilatation consistent with opioid-induced colonic pseudo-obstruction (Ogilvie syndrome) or stercoral colitis with fecal impaction.,Ogilvie syndrome CT | colonic pseudo-obstruction CT | toxic megacolon CT | stercoral colitis CT | fecal impaction CT | cecal dilatation CT abdomen,False,,
1,Delirium,CXR,Harrison,2931,CXR shows,"An 88-year-old nursing home resident with severe dementia (nonverbal, bedbound) is sent to ED for fever and decreased responsiveness. She's grimacing with any movement, withdraws f",Chest X-ray showing right lower lobe pneumonia with consolidation in an elderly bedbound patient.,right lower lobe pneumonia CXR | aspiration pneumonia chest x-ray elderly | lower lobe consolidation CXR | nursing home acquired pneumonia radiograph,False,,
1,Falls & Balance,CT/MRI+ECG,Hazzard,2191,ECG shows,An 82-year-old man with mild Alzheimer's disease arrives at the ED via EMS after collapse at home. His daughter states he was reaching for something on a high shelf when he suddenl,"ECG showing complete heart block (third-degree AV block) with slow ventricular escape rhythm and independent atrial and ventricular activity, or sinus pause/bradycardia causing syncope during reaching upward (vasovagal/situational syncope with underlying conduction disease).",complete heart block ECG | third degree AV block ECG | AV dissociation ECG rhythm strip | bradycardia syncope ECG | sinus arrest ECG,True,"<svg viewBox='0 0 600 200' xmlns='http://www.w3.org/2000/svg'><rect fill='#fff' width='600' height='200'/><g stroke='#faa' stroke-width='0.5' fill='none'><path d='M0,50 L600,50 M0,100 L600,100 M0,150 L600,150'/><path d='M0,0 L0,200 M50,0 L50,200 M100,0 L100,200 M150,0 L150,200 M200,0 L200,200 M250,0 L250,200 M300,0 L300,200 M350,0 L350,200 M400,0 L400,200 M450,0 L450,200 M500,0 L500,200 M550,0 L550,200'/></g><g stroke='#000' stroke-width='1.5' fill='none'><path d='M10,100 L40,100 L42,98 L44,100 L46,85 L48,70 L50,100 L52,108 L56,100 L100,100 L130,100 L132,98 L134,100 L136,85 L138,70 L140,100 L142,108 L146,100 L190,100 L220,100 L222,98 L224,100 L226,85 L228,70 L230,100 L232,108 L236,100 L280,100'/><path d='M310,100 L340,100 L342,98 L344,100 L346,85 L348,70 L350,100 L352,108 L356,100 L400,100 L430,100 L432,98 L434,100 L436,85 L438,70 L440,100 L442,108 L446,100 L490,100'/><path d='M88,100 L90,85 L95,60 L100,90 L105,130 L108,100 L110,95 L115,100'/><path d='M298,100 L300,85 L305,60 L310,90 L315,130 L318,100 L320,95 L325,100'/><path d='M508,100 L510,85 L515,60 L520,90 L525,130 L528,100 L530,95 L535,100'/></g><text x='10' y='20' font-family='Arial' font-size='14' fill='#000'>Complete Heart Block (3rd Degree AV Block)</text><text x='10' y='190' font-family='Arial' font-size='12' fill='#666'>Regular P waves (atrial rate ~75) independent of wide QRS complexes (ventricular rate ~35)</text><g fill='#00f' font-family='Arial' font-size='12'><text x='45' y='65'>P</text><text x='135' y='65'>P</text><text x='225' y='65'>P</text><text x='345' y='65'>P</text><text x='435' y='65'>P</text></g><g fill='#c00' font-family='Arial' font-size='12'><text x='100' y='145'>QRS</text><text x='310' y='145'>QRS</text><text x='520' y='145'>QRS</text></g></svg>",
1,Urinary Incontinence,ECG,Hazzard,2085,ECG shows,A 77-year-old man is admitted for elective hip replacement. Preoperative assessment reveals previously undiagnosed erectile dysfunction for 18 months and exertional chest tightness,ECG showing signs of coronary ischemia such as ST segment depression or T wave changes suggestive of cardiac risk prior to surgery.,ECG ST depression | subendocardial ischemia ECG | cardiac ischemia ECG preoperative | ST segment depression lateral leads,True,<svg viewBox='0 0 600 200' xmlns='http://www.w3.org/2000/svg'><rect width='600' height='200' fill='#fff'/><defs><pattern id='grid' width='10' height='10' patternUnits='userSpaceOnUse'><path d='M 10 0 L 0 0 0 10' fill='none' stroke='#ffcccc' stroke-width='0.5'/></pattern><pattern id='gridBold' width='50' height='10' patternUnits='userSpaceOnUse'><path d='M 50 0 L 0 0 0 10' fill='none' stroke='#ffaaaa' stroke-width='0.8'/></pattern></defs><rect width='600' height='200' fill='url(#grid)'/><rect width='600' height='200' fill='url(#gridBold)'/><line x1='0' y1='100' x2='600' y2='100' stroke='#000' stroke-width='0.5' opacity='0.3'/><text x='10' y='15' font-family='Arial' font-size='12' fill='#000'>Lead V5</text><path d='M 30 100 L 50 100 Q 52 100 53 95 L 56 60 L 59 100 L 62 115 L 67 108 L 75 105 L 90 101 L 110 100' stroke='#000' stroke-width='1.5' fill='none'/><path d='M 110 100 L 130 100 Q 132 100 133 95 L 136 60 L 139 100 L 142 115 L 147 108 L 155 105 L 170 101 L 190 100' stroke='#000' stroke-width='1.5' fill='none'/><path d='M 190 100 L 210 100 Q 212 100 213 95 L 216 60 L 219 100 L 222 115 L 227 108 L 235 105 L 250 101 L 270 100' stroke='#000' stroke-width='1.5' fill='none'/><path d='M 270 100 L 290 100 Q 292 100 293 95 L 296 60 L 299 100 L 302 115 L 307 108 L 315 105 L 330 101 L 350 100' stroke='#000' stroke-width='1.5' fill='none'/><path d='M 350 100 L 370 100 Q 372 100 373 95 L 376 60 L 379 100 L 382 115 L 387 108 L 395 105 L 410 101 L 430 100' stroke='#000' stroke-width='1.5' fill='none'/><path d='M 430 100 L 450 100 Q 452 100 453 95 L 456 60 L 459 100 L 462 115 L 467 108 L 475 105 L 490 101 L 510 100' stroke='#000' stroke-width='1.5' fill='none'/><path d='M 510 100 L 530 100 Q 532 100 533 95 L 536 60 L 539 100 L 542 115 L 547 108 L 555 105 L 570 101 L 590 100' stroke='#000' stroke-width='1.5' fill='none'/><path d='M 75 105 L 90 108 L 105 107' stroke='#f00' stroke-width='2' fill='none' opacity='0.7'/><path d='M 155 105 L 170 108 L 185 107' stroke='#f00' stroke-width='2' fill='none' opacity='0.7'/><path d='M 235 105 L 250 108 L 265 107' stroke='#f00' stroke-width='2' fill='none' opacity='0.7'/><path d='M 315 105 L 330 108 L 345 107' stroke='#f00' stroke-width='2' fill='none' opacity='0.7'/><path d='M 395 105 L 410 108 L 425 107' stroke='#f00' stroke-width='2' fill='none' opacity='0.7'/><path d='M 475 105 L 490 108 L 505 107' stroke='#f00' stroke-width='2' fill='none' opacity='0.7'/><path d='M 555 105 L 570 108 L 585 107' stroke='#f00' stroke-width='2' fill='none' opacity='0.7'/><text x='500' y='190' font-family='Arial' font-size='11' fill='#f00'>ST depression</text><line x1='480' y1='185' x2='500' y2='108' stroke='#f00' stroke-width='1' marker-end='url(#arrow)'/></svg>,
